○  2023~2025년 기관별 수상작 내역							
기관명	수상연도	수상내역	상금 (만원)	기업명 (기업이 아닐 시 작성X)	참가팀(팀명)	아이템명	아이템 내용(간단히)	활용 공공데이터(대표 2~3개)	분야 (아이디어 기획 / 제품 및 서비스 개발)
여성가족부	2025	장려상	50		박이왔셉	믿맡맘(믿고 맡기는 맘)	현재 어린이집유치원아이돌봄 서비스 정보가 각각 다른 사이트에 분산되어있어 보호자들이 비교와 선택에 어려움을 겪는 문제를 해결하기 위한 통합 플랫폼	■ (서울 열린데이터 광장) 서울시 어린이집 정보(표준 데이터) ■ (여성가족부) 여성가족부_아이돌보미 교육기관	창업 및 서비스 아이디어
여성가족부	2025	장려상	50	연구개발특구진흥재단	넥스트케어	대전시 돌봄 사각지대 요인 분석 및 초등 돌봄 위험지수 개발	"초등돌봄 위험지수"는 보행위험밀도·4차로횡단율·맞벌이 가구비율·수용률·아동순이동률 5개 핵심지표를 XGBoost로 학습해 자치구별 연평균 지수를 산출한 지수. 이 결과를 통해 사고예방, 예산·인력 배분 최적화, 반기별 모니터링 체계 구축 가능	■ (여성가족부) 아이돌보미 교육기관 ■ (공공데이터포털) 다함께돌봄센터 운영현황 ■ (한국도로교통공단) 교통안전지수	AI, 데이터 분석 활용
여성가족부	2025	장려상	50		조정희	돌봄 수요 예측을 통한 사각지대 최소화 방안 제안	원하는 시간대에 돌봄 서비스를 신청하고 매칭될 대까지 수개월 대기하는 불편을 겪고 있는 부모들에게 더 나은 시스템을 제안하고자 시작된 프로젝트	■ (여성가족부) 아이돌봄 누적아동실적현황 서비스시간대별 정보 서비스 ■ (여성가족부) 아이돌봄 월별신청현황 정보 서비스	AI, 데이터 분석 활용
세종특별자치시	2025	최우수상	50		낭만아지트	레플(REFL)	맞춤 답변제공 부동산 AI 어시스턴트	주택 및 오피스텔(세종시), 개발제한구역현황(세종시)	아이디어 기획
세종특별자치시	2025	우수상	30		영원한 100도	생활 속 의약정보의 안내서(삐약이)	의약품·약국 정보 제공 및 복용사고 예방 플랫폼	의약품안전사용서비스 품목정보(식품의약품안전처), 의약품개요정보(식품의약품안전처), 약국찾기(대한약사회) 등	아이디어 기획
세종특별자치시	2025	장려상	20		똑똑라이프	시민 체력데이터 기반 맞춤형 운동코스 추천시스템	개인 맞춤형 운동 및 운동 코스 추천 시스템	신장 체중 등록 내역(세종시), 체력 측정 내역(세종시), 공공자전거 대여소현황(세종도시교통공사) 등	아이디어 기획
제주특별자치도	2025	대상	300	㈜치즈에이드	㈜치즈에이드	프라이스 랩 인 제주(PRICE Lab in Jeju)	AI 기반 제주 특화 특산물 판매 솔루션	도 유동 인구 정보, 도 품종별 감귤 생산 현황, 도 감귤 생산 면적 현황 등	제품 및 서비스 개발
제주특별자치도	2025	최우수상	200	㈜언틸	㈜언틸	K-BANNER	방문객 증가를 위한 공공데이터 활용 AI 기반 현수막 설치 위치추천 시스템	지역별 지정현수막게시대 현황, 초중고대학교 위치 데이터, 2026년 지역 축제 현황 데이터 등	아이디어 기획
제주특별자치도	2025	최우수상	200	㈜바로코퍼레이션	㈜바로코퍼레이션	바로홈(BALAW)	제주도민을 위한 부동산 데이터 분석의 무결성 보장 솔루션 및 법률 챗봇 서비스	한국 부동산원 공동주택 단지 식별정보, 공동주택 실거래지수 공동주택 통합 월별 지역별 매매, 부동산 거래 현황 등	제품 및 서비스 개발
제주특별자치도	2025	우수상	100		요망진 아이들의 아꼬운 데이터	버스타고 똑똑하게! 날씨까지 똑소리나게!	관광지 접근성 개선을 위한 제도 및 실시간 날씨 지도 서비스	도 버스정류장 위치, 도 버스노선, 도 관광지 위치 데이터 등	아이디어 기획
제주특별자치도	2025	우수상	100		노난네	탐잇(Tamit)	제주 청년을 위한 커리어 및 정책 큐레이션 서비스	온통청년 청년정책 API, 청년콘텐츠 API, 청년정책코드 API	제품 및 서비스 개발
제주특별자치도	2025	특별상	100		요망진 아이들의 아꼬운 데이터	버스타고 똑똑하게! 날씨까지 똑소리나게!	관광지 접근성 개선을 위한 제도 및 실시간 날씨 지도 서비스	도 버스정류장 위치, 도 버스노선, 도 관광지 위치 데이터 등	아이디어 기획
농림축산식품부	2025	대상	1000	액티브펫	액티브펫	AI 체형 분석과 기능성 간식을 연결한 반려동물 맞춤형 비만관리 솔루션	AI 체형 분석 및 OCR 기반 혈액데이터 추출 기술을 활용하여 반려동물의 비만 위험도를 단계별로 분석하고, 공공데이터 기반 항비만 기능성 성분(금화규)을 포함한 간식을 추천하는 맞춤형 반려동물 비만 관리 서비스	반려동물 사료정보(농촌진흥청) 유기동물등록정보(공공데이터 포털) 동물등록정보(농식품 공공데이터 포털)	제품 및 서비스 개발
농림축산식품부	2025	대상	500	농업회사법인 유천케어팜 유한회사	식물품종지킴이	품종보호 식물 통합정보 서비스-식물품종지킴이	식물품종지킴이는 농업인(특히 청년농)이 품종보호 식물을 재배하기 전, 등록 여부, 권리자 정보, 보호기간 등 법적 리스크를 손쉽게 확인하고,  필요 시 대체 가능한 미등록 품종을 추천받을 수 있는 공공데이터 기반 웹/앱 서비스	품종보호등록현황(산림청 품종관리센터) 팜맵(농업기상, 토양정보 등)(농림축산식품부) 농사로 작물별 재배 정보(농촌진흥청)	아이디어 기획(공공데이터)
농림축산식품부	2025	대상	500		이성신	팜맵·질병 통계와 AI 객체 추적 기술을 융합한 꿀벌 실종 예측 서비스	꿀벌 군집(CCD) 및 실종을 조기에 감지하고 대응할 수 있는 AI 기반 서비스 구축	꿀벌질병 병성감정 진단 실적(2023~2024)-농림축산검역본부 팜맵 기반 병해충 발생 조회 서비스 - 농림수산식품교육문화정보원 가축사육 현황-농림축산식품부	아이디어 기획(팜맵데이터)
농림축산식품부	2025	최우수상	500	무무	무무	무무(Moo-Moo)	임상 및 방역, 번식, 질병 관리 등 목장의 생산성 향상을 위한 목장관리	(축산물품질평가원)축산물등급판정 확인서 발급정보 (축산물품질평가원)축산물등급판정정보 (농촌진흥청 국립축산과학원)한우 씨수소 정보 (축산물품질평가원)축산물통합이력정보	제품 및 서비스 개발
농림축산식품부	2025	최우수상	300	리그레이드	리그레이드	Re:Grade	AI 이미지 분석으로 등급을 분류(B1~B3)하고,  공공 도매시장 시세 데이터를 연동해 적정가를 자동 제시하는 유통 인증 플랫폼	도매시장(실시간/정산) 정보(농식품 공공데이터 포털) 농림축산식품부_농림축산식품분야 보조금 현황(농식품 공공데이터 포털) 농림식품기술기획평가원_농림식품RnD 정책활용 성과정보(공공데이터 포털) 농림축산식품부_농림사업 진행(공공데이터 포털)	아이디어 기획(공공데이터)
농림축산식품부	2025	최우수상	300		프라임	농담	음성 인식 영농일지 작성, 친환경 인증 농산물 직거래 플랫폼	팜맵(공공데이터 포털) 유기농업자재현황(농식품 공공데이터 포털)	아이디어 기획(팜맵데이터)
농림축산식품부	2025	우수상	300		People&amp;Dog	반려동물 전자 복약지도	처방약 정보를 휴대폰으로 확인하고 투약 일정관리	동물용의약품ㆍ의약외품 정보(농식품 공공데이터 포털) 동물병원 현황(공공데이터 포털)	제품 및 서비스 개발
농림축산식품부	2025	우수상	300		김채윤	WeeBee	수정벌 선택, 질병 진단, 벌의 활동 예측 및 수정벌 온라인 거래	작물농업 작물재배 정보(농림수산식품교육문화정보원) 꿀벌 질병 진단 이미지 데이터(AI Hub) 농업기상 기본 관측데이터 조회(농촌진흥청) 화분매개곤충 농약적용(농촌진흥청)	제품 및 서비스 개발
농림축산식품부	2025	우수상	300		어글리픽	UhGleePick	못난이 농산물의 적정 가격 산정 및 유통 서비스	과수(KOSIS 농산물소득조사) 시설채소(KOSIS 농산물소득조사) 노지채소식량특용(KOSIS 농산물소득조사) 일별 품목별 소매가격 데이터KAMIS(한국농수산식품유통공사)	제품 및 서비스 개발
농림축산식품부	2025	우수상	300	BlackCows	BlackCows	AI 기반 낙농 젖소 전문 관리 어플리케이션	젖소 등록, 질병, 번식, 생산 기록 관리 및 챗봇 상담	축산물품질평가원 축산물통합이력정보 API 농림수산식품교육문화정보원 스마트팜 빅데이터 API(스마트팜코리아 축산 빅데이터 제공 서비스) 	제품 및 서비스 개발
농림축산식품부	2025	우수상	300	㈜플러스플랫폼	㈜플러스플랫폼	디지털 사료구매자금 대출비교 플랫폼 [GROUND G  (그라운드 그린)]	사료별 대출 서비스를 비교하여 축산농가의 비용 절감	축산물품질평가원_축산물등급판정정보(범정부공공데이터포털) 한국식품안전관리인증원_축산물 HACCP 인증업체 상세정보(범정부공공데이터포털) 국립농산물품질관리원_친환경인증정보(범정부공공데이터포털)	제품 및 서비스 개발
농림축산식품부	2025	우수상	300		다타소	다타소(DaTaSo)	축산농가의 운송 수요기반 거리 단축, 탄소배출 감축 등 공동 운송 서비스	2024년 소 운동 이동데이터(축산물품질평가원)	제품 및 서비스 개발
농림축산식품부	2025	우수상	200		고송이들	반려동물 건강 분석 AI 펫캠 '미오펫'	반려동물의 건강정보와 행동을 분석하여 이상징후 탐지 및 알림	농림축산식품부 농림축산검역본부_행정구역별 반려동물등록 개체 수 현황(농림축산식품부 공공데이터포털) 행정안전부_동물병원(공공데이터포털) 농림축산식품부 농림축산검역본부_동물보호센터 정보(농림축산식품부 공공데이터포털)	아이디어 기획(공공데이터)
농림축산식품부	2025	우수상	200	여명범주	여명범주	ConnEATing: 전국 식품 사막을 해결하는 데이터 분석 기반 유통 플랫폼	전국 농촌 식품 사막 지역을 대상으로 이동형 마켓과  정기 구독형 배송 서비스를 결합한 유통 플랫폼	농식품정보누리(foodnuri.go.kr) 연령별 권장 식단 농사로(nongsaro.go.kr) 지역특산물 농사로(nongsaro.go.kr) 지역브랜드 통계지리정보서비스(sgis.kostat.go.kr) 집계구경계	아이디어 기획(공공데이터)
농림축산식품부	2025	우수상	200		작생	농로그  	팜맵, 농어촌 체험, 인증정보, 도소매가격, 재배현황 등  농림축산식품 공공데이터를 결합한 생산자 중심의 농산물·체험 통합 플랫폼	농촌체험휴양마을 으뜸촌 현황(농식품 공공데이터 포털) 농촌관광사업 등급 정보 현황(농식품 공공데이터 포털) 채소류 생산실정(농식품 공공데이터 포털) 농산물우수관리(GAP) 인증농가 현황(농림축산식품부 국립농산물품질관리원) 도소매 가격정보(한국농수산식품유통공사)	아이디어 기획(공공데이터)
농림축산식품부	2025	우수상	200	네츄르먼트	네츄르먼트	치유체험 농가 및 소상공인  전용 메디&amp;힐링푸드 분석 및 자동 설계 시스템	치유체험농장을 위한 LLM기술과 RAG기술을 연계하여,  자동 맞춤형 레시피를 생성시킨 뒤, 각 질환(암/당뇨/고혈압) 등 질환자용 식단형 맞춤 레시피 자동 변환 프로그램 서비스 	농림축산식품부_농촌체험휴양마을 국가표준식품성분표	아이디어 기획(공공데이터)
농림축산식품부	2025	우수상	200		벌레먹은 혁신단	동애등에 생산 및 유통 최적화 온라인 중계 APP	동애등에 생산 관리 및 온라인 유통 서비스	지역별 곤충 사육현황(농림축산식품부 공공데이터 포털) 지역별 곤충 사육현황(농림축산식품부-농업경영체 등록정보 현황) 곤충사육정보(국립농업과학원-씨앗은행 곤충사육정보)	아이디어 기획(공공데이터)
농림축산식품부	2025	우수상	200	BUZZLY	BUZZLY	BUZZLY	꿀벌 생태계 파괴의 주원인인 Varroa 응애만을  선택적으로 감염·제거하는 백강균 기반의 친환경 생물학적 방제 솔루션	농림축산검역본부_꿀벌 질병 진단실적 통계 농림축산식품부_농경지 전자지도 (FarmMap) 공간정보 농림축산식품부_팜맵 기반 병해충 발생정보 조회 서비스 기상청_기온·강수량 일별 관측자료 농촌진흥청_농업기상정보 OpenAPI 행정안전부_범정부 공공데이터 통합검색 서비스 에피스_농식품 팜맵 GIS 서비스	아이디어 기획(공공데이터)
